drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,market_size_million,competition_level
D07627,breast_cancer,BRAF,1,1,0.4,518.5,3.23,35.973,6
D07628,lung_cancer,HER2,0,0,0.567,431.5,2.79,27.748,8
D07629,ovarian_cancer,EGFR,0,1,0.533,553.6,3.85,7.921,5
D07630,melanoma,mTOR,0,1,0.878,388.3,1.78,5.48,10
D07631,ovarian_cancer,mTOR,1,1,0.715,421.8,3.84,4.891,4
D07632,breast_cancer,HER2,1,1,0.585,577.2,2.26,36.109,20
D07633,breast_cancer,HER2,1,0,0.849,504.6,4.47,39.798,8
D07634,colon_cancer,ALK,1,0,0.617,513.2,4.14,20.212,12
D07635,prostate_cancer,HER2,1,0,0.467,559.9,2.27,12.439,11
D07636,lung_cancer,VEGF,0,0,0.433,464.8,3.03,27.245,10
D07637,ovarian_cancer,mTOR,0,0,0.461,488.3,3.73,4.723,20
D07638,melanoma,VEGF,0,1,0.825,512.7,0.65,7.823,20
D07639,prostate_cancer,EGFR,0,1,0.735,375.0,1.25,8.537,11
D07640,ovarian_cancer,BRAF,1,0,0.709,494.0,3.19,5.714,9
D07641,lung_cancer,EGFR,1,1,0.584,502.7,2.23,37.996,9
D07642,prostate_cancer,PD1,1,1,0.484,533.9,3.57,6.148,10
D07643,breast_cancer,EGFR,1,0,0.838,379.6,1.83,23.739,14
D07644,colon_cancer,PD1,0,1,0.674,480.0,4.43,17.611,11
D07645,lung_cancer,HER2,1,1,0.46,616.0,3.45,49.816,4
D07646,ovarian_cancer,EGFR,0,1,0.585,421.6,3.71,5.686,15
D07647,lung_cancer,BRAF,1,1,0.729,443.8,2.39,25.741,13
D07648,lung_cancer,HER2,1,1,0.456,308.5,3.08,44.011,4
D07649,breast_cancer,BRAF,1,0,0.59,429.6,3.08,32.019,12
D07650,ovarian_cancer,BRAF,1,0,0.642,300.0,3.14,7.422,14
D07651,ovarian_cancer,ALK,0,0,0.608,300.0,3.87,8.033,4
D07652,colon_cancer,mTOR,1,0,0.617,521.8,2.78,15.313,17
D07653,prostate_cancer,VEGF,1,1,0.462,525.0,2.22,6.097,8
D07654,colon_cancer,BRAF,0,0,0.414,485.8,3.64,24.359,9
D07655,colon_cancer,ALK,1,0,0.567,300.0,2.64,26.717,7
D07656,prostate_cancer,PD1,1,0,0.681,478.2,2.84,14.346,14
D07657,breast_cancer,VEGF,1,1,0.684,596.6,2.1,30.238,9
D07658,ovarian_cancer,HER2,0,0,0.766,430.3,1.47,7.413,17
D07659,melanoma,BRAF,0,0,0.681,600.8,2.8,5.443,3
D07660,lung_cancer,HER2,0,0,0.798,444.9,2.96,40.253,6
D07661,breast_cancer,VEGF,0,1,0.518,530.9,3.28,25.51,15
D07662,lung_cancer,HER2,1,0,0.472,691.8,3.36,37.581,20
D07663,melanoma,VEGF,0,1,0.78,442.8,2.55,8.081,2
D07664,ovarian_cancer,HER2,0,0,0.738,448.6,1.8,4.033,2
D07665,ovarian_cancer,VEGF,0,0,0.553,483.2,3.63,6.114,8
D07666,colon_cancer,EGFR,1,0,0.608,430.9,2.35,18.831,12
D07667,melanoma,EGFR,0,1,0.886,601.3,1.86,8.343,11
D07668,ovarian_cancer,ALK,0,0,0.752,314.6,2.08,8.194,6
D07669,ovarian_cancer,PD1,0,0,0.537,356.8,3.31,3.585,2
D07670,prostate_cancer,EGFR,0,0,0.519,451.1,2.82,10.43,9
D07671,breast_cancer,PD1,0,0,0.893,572.2,2.45,38.15,11
D07672,prostate_cancer,HER2,1,0,0.566,542.0,4.21,13.262,3
D07673,melanoma,VEGF,0,0,0.861,443.5,3.59,7.603,8
D07674,melanoma,ALK,0,0,0.423,460.7,3.74,8.141,11
D07675,breast_cancer,ALK,1,1,0.677,354.3,1.68,39.986,13
D07676,breast_cancer,EGFR,0,1,0.877,448.7,2.29,20.174,2
D07677,melanoma,VEGF,0,0,0.873,438.7,2.82,9.117,9
D07678,lung_cancer,mTOR,1,1,0.542,537.6,2.67,40.918,11
D07679,prostate_cancer,BRAF,0,1,0.476,414.1,2.72,11.175,4
D07680,prostate_cancer,VEGF,1,0,0.716,418.5,2.25,6.904,8
D07681,colon_cancer,PD1,1,1,0.414,351.0,3.06,16.989,19
D07682,lung_cancer,BRAF,1,1,0.578,434.5,3.77,41.715,19
D07683,colon_cancer,HER2,1,0,0.576,364.2,2.57,21.993,5
D07684,prostate_cancer,BRAF,0,1,0.645,625.0,2.25,13.082,10
D07685,breast_cancer,HER2,0,1,0.818,461.1,2.03,28.239,19
D07686,colon_cancer,ALK,0,1,0.807,372.1,4.24,19.883,10
D07687,colon_cancer,PD1,1,1,0.747,493.7,3.11,20.447,10
D07688,ovarian_cancer,EGFR,1,1,0.48,344.3,3.29,3.808,17
D07689,ovarian_cancer,ALK,1,1,0.589,572.6,3.92,8.188,18
D07690,ovarian_cancer,VEGF,0,1,0.519,533.5,2.1,3.493,18
D07691,colon_cancer,VEGF,0,0,0.87,505.0,3.53,16.469,14
D07692,prostate_cancer,ALK,1,1,0.53,336.4,2.1,7.969,7
D07693,melanoma,mTOR,1,0,0.774,551.1,3.7,9.982,4
D07694,colon_cancer,PD1,0,0,0.529,356.1,3.64,17.463,11
D07695,lung_cancer,HER2,0,0,0.538,487.6,3.62,27.449,10
D07696,melanoma,VEGF,0,0,0.887,429.2,3.52,9.277,5
D07697,lung_cancer,mTOR,1,0,0.7,547.5,2.72,33.638,16
D07698,lung_cancer,HER2,0,1,0.518,481.4,2.48,30.869,20
D07699,ovarian_cancer,HER2,1,1,0.505,612.1,2.9,8.736,6
D07700,lung_cancer,EGFR,1,0,0.884,406.2,2.43,36.501,12
D07701,prostate_cancer,ALK,0,1,0.872,490.1,3.6,7.432,3
D07702,ovarian_cancer,ALK,1,1,0.84,373.1,4.48,7.364,18
D07703,ovarian_cancer,PD1,0,0,0.856,504.7,3.37,7.794,20
D07704,ovarian_cancer,PD1,0,0,0.648,472.2,3.02,8.333,18
D07705,breast_cancer,PD1,0,0,0.606,468.1,3.81,23.794,19
D07706,prostate_cancer,HER2,1,1,0.494,479.4,3.61,8.778,7
D07707,colon_cancer,ALK,1,0,0.784,445.3,3.16,21.672,1
D07708,colon_cancer,EGFR,0,0,0.546,415.7,3.97,19.155,7
D07709,prostate_cancer,BRAF,0,0,0.706,413.3,2.74,6.729,15
D07710,breast_cancer,EGFR,1,0,0.511,454.8,2.72,25.868,8
D07711,lung_cancer,HER2,1,0,0.553,537.8,2.75,37.003,8
D07712,ovarian_cancer,HER2,0,1,0.459,591.5,2.35,3.812,6
D07713,colon_cancer,mTOR,1,0,0.425,493.6,2.38,19.549,4
D07714,ovarian_cancer,ALK,0,1,0.783,513.7,2.99,8.978,10
D07715,prostate_cancer,ALK,1,0,0.9,467.6,3.95,9.966,19
D07716,ovarian_cancer,HER2,0,1,0.472,427.7,3.47,8.436,7
D07717,lung_cancer,EGFR,1,1,0.653,418.5,3.09,33.921,14
D07718,melanoma,PD1,0,0,0.84,384.4,2.47,5.242,12
D07719,colon_cancer,PD1,0,0,0.633,473.4,4.45,20.848,4
D07720,prostate_cancer,BRAF,0,0,0.449,488.1,4.32,7.239,16
D07721,colon_cancer,EGFR,0,0,0.41,497.6,2.69,20.789,14
D07722,ovarian_cancer,PD1,1,1,0.52,603.1,3.35,7.672,16
D07723,prostate_cancer,VEGF,1,1,0.886,428.6,3.38,13.353,3
D07724,prostate_cancer,HER2,1,1,0.651,456.6,1.41,13.792,8
D07725,lung_cancer,VEGF,0,0,0.696,554.9,3.88,26.945,6
D07726,breast_cancer,mTOR,0,1,0.886,627.0,3.34,26.604,4
D07727,lung_cancer,VEGF,0,0,0.878,460.1,3.67,43.002,2
D07728,breast_cancer,mTOR,0,0,0.62,548.0,4.31,27.259,13
D07729,melanoma,HER2,1,0,0.738,476.4,2.87,5.8,5
D07730,ovarian_cancer,VEGF,1,1,0.824,422.8,3.43,7.809,11
D07731,prostate_cancer,HER2,1,1,0.588,356.1,3.62,13.306,14
D07732,ovarian_cancer,EGFR,1,1,0.577,527.0,3.47,6.571,2
D07733,breast_cancer,mTOR,1,0,0.577,491.1,4.23,34.957,10
D07734,breast_cancer,BRAF,0,1,0.48,549.8,2.51,39.55,14
D07735,melanoma,mTOR,1,0,0.484,432.9,2.3,9.558,16
D07736,melanoma,EGFR,1,1,0.722,524.1,2.2,7.94,9
D07737,colon_cancer,BRAF,1,0,0.778,566.7,4.06,19.414,6
D07738,prostate_cancer,EGFR,1,1,0.53,409.7,2.85,14.888,12
D07739,colon_cancer,ALK,1,0,0.588,481.3,3.71,18.441,3
D07740,ovarian_cancer,BRAF,1,0,0.747,608.7,1.65,4.134,17
D07741,ovarian_cancer,mTOR,0,0,0.454,454.5,2.79,3.278,12
D07742,melanoma,BRAF,1,0,0.844,367.9,2.61,7.831,12
D07743,breast_cancer,EGFR,0,1,0.54,514.2,2.78,23.671,1
D07744,lung_cancer,PD1,0,1,0.507,356.4,5.3,40.983,20
D07745,lung_cancer,HER2,1,0,0.666,501.3,3.09,37.793,11
D07746,ovarian_cancer,HER2,1,1,0.893,392.2,3.21,6.869,8
D07747,melanoma,PD1,1,1,0.717,466.9,1.49,7.242,20
D07748,melanoma,ALK,1,1,0.466,394.4,3.64,8.668,6
D07749,prostate_cancer,ALK,0,1,0.506,635.5,3.29,10.772,16
D07750,colon_cancer,mTOR,1,1,0.843,568.2,2.88,22.92,2
D07751,prostate_cancer,mTOR,1,1,0.863,473.1,3.87,12.867,8
D07752,lung_cancer,BRAF,0,1,0.665,613.0,4.04,38.583,13
D07753,melanoma,ALK,1,1,0.454,394.7,2.95,9.231,20
D07754,breast_cancer,HER2,0,1,0.606,502.2,2.79,21.421,19
D07755,ovarian_cancer,ALK,0,1,0.568,511.0,3.66,4.298,4
D07756,lung_cancer,EGFR,0,1,0.834,560.2,4.35,41.016,7
D07757,colon_cancer,EGFR,1,1,0.626,453.6,1.91,20.494,6
D07758,lung_cancer,ALK,0,1,0.438,508.7,4.51,42.1,1
D07759,lung_cancer,PD1,1,1,0.537,441.8,3.55,49.128,20
D07760,melanoma,VEGF,1,0,0.729,535.7,3.15,6.057,16
D07761,colon_cancer,ALK,0,1,0.684,480.6,2.26,25.8,5
D07762,prostate_cancer,HER2,1,0,0.435,300.0,2.11,6.823,3
D07763,breast_cancer,EGFR,0,1,0.414,448.8,3.88,29.198,17
D07764,colon_cancer,mTOR,1,0,0.676,471.7,2.58,22.141,8
D07765,melanoma,VEGF,0,1,0.801,408.7,3.53,8.973,15
D07766,colon_cancer,ALK,0,1,0.555,588.7,3.85,28.897,3
D07767,lung_cancer,EGFR,1,1,0.635,528.5,1.82,26.288,20
D07768,prostate_cancer,mTOR,0,0,0.657,451.9,4.56,7.19,13
D07769,melanoma,HER2,0,0,0.589,569.8,1.77,5.016,11
D07770,breast_cancer,BRAF,1,0,0.403,475.6,3.29,21.247,1
D07771,lung_cancer,EGFR,0,0,0.466,419.0,1.15,27.918,13
D07772,ovarian_cancer,BRAF,0,0,0.559,487.9,2.37,8.069,2
D07773,lung_cancer,BRAF,0,0,0.767,417.3,2.72,39.157,9
D07774,prostate_cancer,ALK,0,0,0.791,469.3,2.99,14.243,14
D07775,ovarian_cancer,ALK,1,0,0.42,409.3,2.82,8.884,10
D07776,ovarian_cancer,PD1,0,0,0.796,339.4,3.25,8.641,14
D07777,breast_cancer,BRAF,0,0,0.772,300.0,2.77,27.256,19
D07778,melanoma,PD1,0,1,0.653,553.5,2.15,6.931,14
D07779,melanoma,VEGF,0,0,0.849,537.3,3.92,7.423,5
D07780,colon_cancer,PD1,1,1,0.558,300.0,2.88,15.541,6
D07781,prostate_cancer,PD1,0,0,0.822,300.0,2.91,11.97,5
D07782,colon_cancer,BRAF,1,0,0.566,479.4,1.01,21.999,12
D07783,ovarian_cancer,BRAF,1,0,0.891,634.0,3.23,4.024,5
D07784,colon_cancer,HER2,0,1,0.508,412.1,4.17,29.473,6
D07785,breast_cancer,EGFR,1,1,0.544,336.4,2.02,28.853,4
D07786,prostate_cancer,VEGF,0,0,0.477,300.0,4.44,9.606,7
D07787,ovarian_cancer,BRAF,0,0,0.518,506.6,3.53,7.669,14
D07788,melanoma,mTOR,1,1,0.554,504.1,3.46,9.422,6
D07789,ovarian_cancer,HER2,1,0,0.649,486.2,3.22,4.172,2
D07790,lung_cancer,BRAF,1,1,0.515,488.6,2.51,42.449,13
D07791,melanoma,mTOR,1,1,0.487,476.3,3.22,6.892,6
D07792,prostate_cancer,ALK,1,1,0.822,488.8,1.82,11.384,2
D07793,colon_cancer,BRAF,1,0,0.892,372.4,3.87,19.467,20
D07794,colon_cancer,BRAF,1,1,0.719,455.4,3.47,27.731,10
D07795,melanoma,PD1,1,1,0.758,392.6,1.82,5.59,15
D07796,lung_cancer,PD1,0,1,0.484,412.5,2.82,37.55,19
D07797,breast_cancer,HER2,0,1,0.785,426.8,4.04,22.92,6
D07798,melanoma,BRAF,1,1,0.88,494.4,4.48,6.285,18
D07799,prostate_cancer,PD1,0,1,0.831,512.4,1.07,12.916,10
D07800,melanoma,HER2,1,1,0.714,564.5,1.79,8.238,7
D07801,prostate_cancer,EGFR,0,0,0.722,498.4,2.38,13.648,8
D07802,melanoma,mTOR,1,1,0.58,651.4,4.15,9.577,18
D07803,ovarian_cancer,VEGF,0,0,0.89,420.7,2.9,4.834,11
D07804,prostate_cancer,VEGF,0,1,0.594,499.6,3.69,10.632,6
D07805,breast_cancer,BRAF,1,1,0.785,482.3,2.18,33.417,10
D07806,ovarian_cancer,HER2,0,0,0.887,422.6,3.0,8.867,20
D07807,ovarian_cancer,EGFR,0,0,0.516,578.8,3.34,6.813,13
D07808,lung_cancer,BRAF,0,1,0.736,418.1,3.52,37.046,1
D07809,lung_cancer,PD1,0,0,0.863,449.0,3.71,33.903,17
D07810,lung_cancer,HER2,1,0,0.506,682.2,2.71,33.841,20
D07811,colon_cancer,VEGF,0,0,0.579,544.1,2.4,21.94,13
D07812,colon_cancer,EGFR,0,1,0.501,471.0,3.02,24.002,12
D07813,lung_cancer,PD1,1,0,0.46,464.5,4.97,45.062,3
D07814,lung_cancer,HER2,0,0,0.415,455.5,3.47,39.456,9
D07815,colon_cancer,VEGF,0,0,0.47,325.6,3.35,22.322,5
D07816,lung_cancer,HER2,1,1,0.598,571.4,2.58,32.228,15
D07817,prostate_cancer,mTOR,0,0,0.817,300.0,2.97,10.735,13
D07818,breast_cancer,VEGF,1,1,0.609,481.4,3.58,24.527,4
D07819,lung_cancer,PD1,0,0,0.773,640.9,2.7,36.47,8
D07820,ovarian_cancer,ALK,1,0,0.538,411.5,2.07,4.597,6
D07821,melanoma,HER2,1,0,0.696,495.8,3.38,5.154,13
D07822,prostate_cancer,BRAF,1,1,0.844,436.3,3.62,8.532,7
D07823,ovarian_cancer,HER2,0,0,0.607,517.2,3.03,4.803,5
D07824,prostate_cancer,ALK,1,1,0.836,407.8,2.61,9.202,10
D07825,prostate_cancer,mTOR,1,0,0.679,300.0,3.19,11.256,16
D07826,colon_cancer,VEGF,1,0,0.726,482.1,3.15,20.006,20
D07827,melanoma,ALK,0,0,0.863,520.3,3.31,6.439,12
D07828,prostate_cancer,PD1,0,1,0.476,471.2,3.04,6.192,4
D07829,colon_cancer,HER2,1,0,0.455,367.7,2.53,27.445,16
D07830,melanoma,ALK,1,1,0.586,484.0,2.41,7.829,2
D07831,prostate_cancer,PD1,1,1,0.592,548.8,2.47,7.152,14
D07832,ovarian_cancer,VEGF,0,0,0.683,497.3,3.09,7.807,1
D07833,lung_cancer,HER2,0,1,0.769,539.7,3.72,48.558,20
D07834,colon_cancer,BRAF,0,1,0.6,535.5,1.32,18.092,16
D07835,prostate_cancer,HER2,0,0,0.488,575.5,4.22,9.229,10
D07836,colon_cancer,ALK,1,0,0.462,441.4,3.19,29.997,4
D07837,lung_cancer,mTOR,1,0,0.645,408.7,1.44,41.676,12
D07838,ovarian_cancer,VEGF,1,0,0.846,420.9,2.57,7.994,6
D07839,lung_cancer,PD1,0,1,0.614,451.6,2.23,32.726,8
D07840,ovarian_cancer,mTOR,1,0,0.629,421.3,2.99,3.411,11
D07841,prostate_cancer,ALK,0,1,0.848,418.4,3.43,12.021,19
D07842,lung_cancer,EGFR,1,1,0.669,534.5,4.9,44.282,6
D07843,colon_cancer,mTOR,0,1,0.506,570.1,3.19,21.368,9
D07844,breast_cancer,HER2,0,0,0.615,430.4,3.23,35.345,1
D07845,prostate_cancer,ALK,0,1,0.73,506.1,2.59,11.951,16
D07846,ovarian_cancer,PD1,0,1,0.641,542.7,1.88,3.617,8
D07847,melanoma,HER2,1,0,0.424,460.4,3.44,7.95,12
D07848,lung_cancer,BRAF,1,1,0.708,457.0,2.83,27.596,5
D07849,prostate_cancer,ALK,1,1,0.659,469.0,2.33,11.088,9
D07850,colon_cancer,EGFR,1,1,0.811,573.9,2.19,18.549,4
D07851,lung_cancer,EGFR,1,1,0.778,505.5,3.33,42.688,11
D07852,colon_cancer,EGFR,0,1,0.774,404.1,3.06,16.878,17
D07853,lung_cancer,mTOR,0,0,0.775,407.2,4.11,35.221,6
D07854,breast_cancer,HER2,1,0,0.675,388.9,2.48,37.339,5
D07855,ovarian_cancer,HER2,0,1,0.81,382.1,1.91,5.394,7
D07856,prostate_cancer,EGFR,1,0,0.8,607.3,3.43,10.64,15
D07857,lung_cancer,HER2,1,1,0.741,491.2,2.47,48.831,10
D07858,breast_cancer,EGFR,0,1,0.723,552.6,2.34,35.651,15
D07859,prostate_cancer,mTOR,1,1,0.461,543.5,2.3,13.998,14
D07860,prostate_cancer,BRAF,1,0,0.651,428.4,3.61,6.874,8
D07861,breast_cancer,BRAF,0,1,0.511,549.1,3.48,35.705,8
D07862,prostate_cancer,mTOR,0,0,0.566,396.0,2.64,12.611,15
D07863,prostate_cancer,ALK,1,1,0.837,492.6,2.32,10.079,2
D07864,breast_cancer,BRAF,1,0,0.628,589.7,1.08,39.77,14
D07865,melanoma,EGFR,1,1,0.41,417.7,2.59,9.682,5
D07866,melanoma,EGFR,0,1,0.656,300.0,1.88,7.049,12
D07867,prostate_cancer,VEGF,0,1,0.782,530.0,3.02,8.292,9
D07868,lung_cancer,HER2,1,0,0.49,605.9,4.24,31.801,9
D07869,breast_cancer,ALK,1,1,0.657,514.6,3.25,24.207,19
D07870,melanoma,EGFR,0,0,0.841,485.3,0.88,7.761,5
D07871,lung_cancer,ALK,1,0,0.594,368.4,3.08,30.418,18
D07872,lung_cancer,ALK,0,0,0.638,529.3,3.23,39.16,17
D07873,ovarian_cancer,ALK,0,0,0.877,408.6,3.75,6.206,20
D07874,breast_cancer,EGFR,1,1,0.401,598.6,3.75,36.953,3
D07875,melanoma,HER2,1,1,0.61,559.2,2.55,5.04,17
D07876,lung_cancer,ALK,1,1,0.742,566.1,3.12,32.985,5
D07877,breast_cancer,mTOR,0,1,0.699,520.9,3.29,21.73,5
D07878,prostate_cancer,ALK,0,0,0.655,470.3,2.31,14.163,13
D07879,melanoma,PD1,0,1,0.874,473.4,3.79,6.005,7
D07880,lung_cancer,BRAF,1,1,0.685,444.7,3.71,27.893,11
D07881,breast_cancer,HER2,1,1,0.8,539.0,2.76,35.668,12
D07882,colon_cancer,ALK,0,1,0.612,591.1,2.72,20.548,3
D07883,ovarian_cancer,VEGF,1,1,0.777,600.8,3.35,5.543,11
D07884,lung_cancer,mTOR,0,0,0.628,478.7,2.29,36.72,11
D07885,colon_cancer,ALK,0,1,0.486,472.9,2.84,16.395,7
D07886,colon_cancer,EGFR,0,1,0.412,379.3,2.83,18.025,13
D07887,lung_cancer,HER2,1,1,0.896,415.7,3.47,35.395,17
D07888,melanoma,PD1,1,1,0.723,584.5,2.02,6.479,11
D07889,colon_cancer,HER2,1,0,0.457,617.0,2.9,27.71,16
D07890,breast_cancer,ALK,0,0,0.779,402.0,3.61,37.886,11
D07891,ovarian_cancer,ALK,1,1,0.54,444.3,2.93,3.24,12
D07892,lung_cancer,VEGF,0,1,0.433,447.7,2.35,32.759,13
D07893,colon_cancer,EGFR,1,1,0.747,537.9,2.77,24.295,14
D07894,prostate_cancer,HER2,0,1,0.795,365.1,3.44,8.638,16
D07895,lung_cancer,VEGF,1,0,0.483,383.6,2.08,43.607,17
D07896,prostate_cancer,BRAF,0,1,0.832,575.4,2.04,6.785,14
D07897,colon_cancer,BRAF,1,0,0.705,300.0,3.5,25.874,20
D07898,melanoma,mTOR,1,1,0.611,455.7,2.83,5.785,2
D07899,melanoma,BRAF,1,0,0.834,454.8,3.19,9.46,8
D07900,breast_cancer,mTOR,1,1,0.627,419.8,4.18,26.228,4
D07901,lung_cancer,BRAF,1,0,0.693,361.9,3.36,47.55,4
D07902,ovarian_cancer,VEGF,0,0,0.509,531.4,2.39,8.503,9
D07903,lung_cancer,ALK,0,1,0.769,398.1,3.81,37.779,16
D07904,prostate_cancer,HER2,0,1,0.499,400.7,2.51,12.569,5
D07905,lung_cancer,VEGF,0,0,0.619,551.0,3.03,34.864,14
D07906,prostate_cancer,PD1,0,1,0.637,336.2,4.4,13.116,16
D07907,prostate_cancer,HER2,1,1,0.575,437.6,2.68,10.505,16
D07908,ovarian_cancer,HER2,1,1,0.75,500.5,3.5,5.863,4
D07909,colon_cancer,BRAF,0,1,0.859,636.9,1.67,24.024,10
D07910,melanoma,EGFR,0,1,0.694,546.1,3.59,9.539,6
D07911,breast_cancer,HER2,1,0,0.41,469.0,3.63,37.206,7
D07912,breast_cancer,BRAF,1,1,0.596,554.7,1.89,37.133,18
D07913,prostate_cancer,ALK,1,0,0.409,620.0,1.75,8.061,13
D07914,colon_cancer,EGFR,0,0,0.839,389.2,2.79,28.738,9
D07915,lung_cancer,EGFR,1,0,0.42,634.0,2.75,36.075,14
D07916,colon_cancer,BRAF,0,0,0.508,477.4,4.15,17.667,19
D07917,colon_cancer,ALK,1,1,0.619,456.0,2.06,18.731,19
D07918,melanoma,BRAF,0,0,0.67,446.6,4.1,8.933,19
D07919,breast_cancer,BRAF,1,0,0.551,485.7,4.54,26.347,17
D07920,melanoma,ALK,1,1,0.435,539.0,2.48,8.474,19
D07921,melanoma,mTOR,1,1,0.476,484.1,2.32,9.749,7
D07922,colon_cancer,PD1,1,1,0.775,426.5,6.0,29.895,8
D07923,lung_cancer,PD1,0,0,0.742,561.5,3.69,32.604,19
D07924,ovarian_cancer,HER2,1,0,0.89,430.1,4.26,3.398,2
D07925,lung_cancer,ALK,1,0,0.556,568.0,4.51,49.309,1
D07926,breast_cancer,PD1,0,1,0.416,626.6,1.82,28.089,9
D07927,breast_cancer,VEGF,1,0,0.509,391.2,2.2,24.091,5
D07928,colon_cancer,EGFR,1,1,0.462,404.5,3.26,22.689,16
D07929,melanoma,VEGF,0,1,0.792,434.7,4.66,7.345,10
D07930,prostate_cancer,VEGF,0,0,0.418,632.4,2.99,6.933,5
D07931,melanoma,PD1,0,0,0.754,636.4,4.19,9.467,16
D07932,colon_cancer,EGFR,1,1,0.518,443.9,1.39,18.374,9
D07933,prostate_cancer,EGFR,1,1,0.808,462.6,2.48,11.601,14
D07934,prostate_cancer,HER2,1,0,0.705,496.5,3.07,9.53,16
D07935,lung_cancer,PD1,1,1,0.426,485.0,3.42,35.603,18
D07936,prostate_cancer,mTOR,1,0,0.818,383.0,3.33,14.308,7
D07937,melanoma,ALK,1,1,0.631,444.8,3.16,8.38,15
D07938,lung_cancer,VEGF,0,0,0.827,556.6,2.02,41.393,20
D07939,lung_cancer,mTOR,1,1,0.401,457.5,2.91,46.567,16
D07940,prostate_cancer,EGFR,0,0,0.486,438.9,3.72,9.947,14
D07941,breast_cancer,HER2,1,1,0.568,422.4,2.56,28.849,10
D07942,breast_cancer,EGFR,0,0,0.703,423.2,3.87,29.94,2
D07943,melanoma,BRAF,1,1,0.849,440.6,3.37,6.702,19
D07944,colon_cancer,HER2,0,1,0.671,638.1,2.94,25.989,10
D07945,ovarian_cancer,HER2,1,1,0.701,569.0,4.34,4.16,6
D07946,lung_cancer,VEGF,0,0,0.589,562.2,2.99,46.474,13
D07947,ovarian_cancer,mTOR,0,0,0.635,531.4,1.97,5.233,16
D07948,ovarian_cancer,PD1,1,1,0.642,417.6,2.52,7.162,13
D07949,colon_cancer,VEGF,0,0,0.53,659.2,2.35,29.3,10
D07950,breast_cancer,EGFR,0,0,0.464,413.8,2.16,23.466,15
D07951,colon_cancer,EGFR,1,0,0.469,524.8,3.11,21.323,10
D07952,breast_cancer,HER2,1,0,0.686,566.9,3.54,36.766,11
D07953,colon_cancer,HER2,1,0,0.449,369.6,2.35,26.551,5
D07954,prostate_cancer,mTOR,1,0,0.473,589.2,2.84,11.919,16
D07955,melanoma,mTOR,0,0,0.89,575.0,2.88,5.761,17
D07956,lung_cancer,mTOR,0,0,0.424,402.6,2.76,31.377,17
D07957,prostate_cancer,ALK,1,1,0.457,402.6,2.55,10.138,19
D07958,breast_cancer,ALK,1,1,0.702,496.1,3.41,33.161,8
D07959,ovarian_cancer,BRAF,0,0,0.653,352.8,2.99,7.347,17
D07960,melanoma,BRAF,1,0,0.676,433.1,2.48,8.982,17
D07961,ovarian_cancer,BRAF,0,1,0.656,490.6,2.56,8.758,7
D07962,ovarian_cancer,BRAF,1,0,0.856,590.6,3.95,5.273,6
D07963,prostate_cancer,VEGF,0,1,0.419,574.5,2.6,13.274,20
D07964,prostate_cancer,HER2,0,1,0.672,403.0,3.07,10.414,12
D07965,breast_cancer,EGFR,0,1,0.871,468.0,2.51,25.113,20
D07966,melanoma,EGFR,0,0,0.865,385.9,2.97,5.883,20
D07967,prostate_cancer,PD1,0,1,0.632,447.7,3.55,14.978,5
D07968,melanoma,HER2,1,0,0.667,533.2,3.88,9.491,15
D07969,melanoma,mTOR,1,1,0.803,379.3,3.32,7.691,14
D07970,melanoma,HER2,0,1,0.438,421.8,2.02,9.979,20
D07971,lung_cancer,PD1,1,1,0.854,445.7,3.85,37.534,19
D07972,ovarian_cancer,VEGF,0,0,0.581,450.2,4.25,7.153,9
D07973,lung_cancer,HER2,1,0,0.887,523.9,2.68,28.507,4
D07974,lung_cancer,HER2,0,0,0.476,572.8,3.36,49.598,16
D07975,melanoma,VEGF,1,1,0.454,405.4,4.49,7.683,20
D07976,lung_cancer,ALK,1,1,0.441,500.8,3.02,28.531,10
D07977,lung_cancer,mTOR,0,1,0.886,411.6,3.94,29.562,15
D07978,melanoma,BRAF,0,1,0.638,521.4,3.5,5.737,13
D07979,prostate_cancer,HER2,1,0,0.406,439.4,3.67,7.259,10
D07980,breast_cancer,ALK,1,0,0.414,552.9,2.46,32.438,19
D07981,ovarian_cancer,mTOR,1,0,0.792,366.6,3.47,8.856,11
D07982,prostate_cancer,EGFR,1,0,0.836,354.1,3.12,11.547,10
D07983,ovarian_cancer,BRAF,1,0,0.572,444.2,3.97,6.644,12
D07984,colon_cancer,VEGF,1,1,0.517,448.6,3.89,20.726,10
D07985,ovarian_cancer,ALK,1,0,0.758,438.9,3.8,5.924,19
D07986,ovarian_cancer,HER2,1,1,0.471,644.8,2.15,3.964,14
D07987,colon_cancer,BRAF,1,0,0.778,503.4,5.2,19.856,8
D07988,breast_cancer,EGFR,0,0,0.648,485.3,3.05,22.716,12
D07989,prostate_cancer,EGFR,1,1,0.802,543.1,3.03,14.853,20
D07990,melanoma,BRAF,1,0,0.828,343.4,3.91,8.459,11
D07991,lung_cancer,PD1,1,0,0.835,319.8,2.67,34.433,20
D07992,prostate_cancer,EGFR,0,1,0.658,576.6,2.71,13.855,5
D07993,lung_cancer,mTOR,1,0,0.427,424.5,3.7,35.064,20
D07994,prostate_cancer,EGFR,1,1,0.665,411.9,2.02,14.346,19
D07995,breast_cancer,BRAF,0,0,0.833,502.0,2.85,25.123,12
