drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,potential_label,toxicity_label,market_size_million,competition_level,expected_profit_score,success_probability,traditional_time_years,ai_time_years
D07369,lung_cancer,EGFR,0,1,0.808,514.4,2.36,0,1,31613,6,0.248,0.222,12,2
D07370,ovarian_cancer,EGFR,0,1,0.42,382.7,2.33,0,0,6509,2,0.413,0.339,11,1
D07371,ovarian_cancer,mTOR,1,0,0.43,523.4,4.01,2,0,6323,1,0.772,0.577,10,3
D07372,ovarian_cancer,VEGF,1,1,0.585,518.6,3.51,1,1,8291,4,0.326,0.258,11,3
D07373,breast_cancer,mTOR,0,1,0.702,517.8,3.08,0,1,30056,5,0.25,0.17,13,2
D07374,ovarian_cancer,ALK,0,0,0.519,535.8,1.06,0,0,4761,4,0.384,0.3,8,1
D07375,breast_cancer,BRAF,1,1,0.43,488.9,2.16,1,1,34384,5,0.447,0.262,11,3
D07376,prostate_cancer,BRAF,1,0,0.789,573.0,2.88,2,0,13338,2,0.797,0.558,8,1
D07377,prostate_cancer,EGFR,0,1,0.863,482.5,1.8,1,1,11815,1,0.374,0.229,8,1
D07378,lung_cancer,BRAF,1,0,0.411,561.3,3.5,1,0,34467,9,0.657,0.473,8,2
D07379,lung_cancer,VEGF,1,0,0.876,524.6,2.35,2,0,39364,8,0.867,0.695,9,2
D07380,lung_cancer,BRAF,1,1,0.79,418.1,3.18,2,0,30317,8,0.822,0.595,10,3
D07381,colon_cancer,BRAF,0,1,0.497,424.4,3.35,0,0,23597,3,0.488,0.395,12,2
D07382,melanoma,mTOR,0,0,0.592,307.1,2.61,0,0,5863,2,0.409,0.365,10,1
D07383,breast_cancer,PD1,1,1,0.791,623.7,3.35,1,1,36847,8,0.429,0.361,14,3
D07384,lung_cancer,ALK,0,1,0.748,493.3,4.59,0,1,40712,6,0.294,0.231,12,3
D07385,ovarian_cancer,ALK,0,0,0.797,300.0,2.35,1,0,4409,5,0.547,0.404,8,1
D07386,melanoma,EGFR,1,1,0.516,447.9,3.69,1,1,9493,1,0.362,0.205,11,3
D07387,colon_cancer,EGFR,0,1,0.417,550.1,2.31,0,1,29037,8,0.215,0.214,9,1
D07388,lung_cancer,BRAF,0,1,0.67,559.8,2.68,0,1,41092,6,0.295,0.176,11,2
D07389,ovarian_cancer,BRAF,1,0,0.781,576.9,2.17,2,0,3127,2,0.746,0.525,8,3
D07390,lung_cancer,VEGF,1,1,0.753,470.1,2.61,2,0,40398,10,0.852,0.628,14,1
D07391,colon_cancer,BRAF,0,1,0.775,564.5,2.58,0,1,17168,3,0.206,0.099,10,2
D07392,lung_cancer,PD1,0,1,0.46,476.6,3.41,0,0,34519,10,0.473,0.428,13,3
D07393,melanoma,HER2,0,1,0.686,523.6,3.71,0,1,7845,1,0.179,0.078,14,2
D07394,ovarian_cancer,EGFR,1,1,0.627,496.9,2.67,1,0,8697,3,0.588,0.414,10,2
D07395,ovarian_cancer,ALK,1,0,0.691,452.0,3.02,2,0,5988,2,0.76,0.543,8,1
D07396,ovarian_cancer,mTOR,0,1,0.553,500.0,2.88,0,1,4388,2,0.152,0.123,13,3
D07397,breast_cancer,PD1,1,1,0.484,481.5,1.79,1,0,29652,7,0.653,0.472,10,2
D07398,prostate_cancer,ALK,1,1,0.493,533.4,3.14,1,1,12138,3,0.356,0.271,8,1
D07399,breast_cancer,HER2,0,1,0.871,560.1,3.0,0,1,34974,9,0.235,0.225,12,2
D07400,melanoma,EGFR,0,1,0.712,340.9,2.71,0,0,5435,5,0.377,0.327,14,1
D07401,colon_cancer,EGFR,0,0,0.813,464.0,3.59,1,0,15281,3,0.621,0.492,9,1
D07402,prostate_cancer,EGFR,0,0,0.469,314.4,3.03,1,0,14821,5,0.599,0.453,10,3
D07403,melanoma,mTOR,1,1,0.641,521.1,2.47,2,0,9195,1,0.786,0.61,13,1
D07404,ovarian_cancer,BRAF,0,0,0.484,486.0,2.5,1,0,5081,2,0.58,0.458,14,3
D07405,melanoma,EGFR,1,1,0.686,421.6,2.67,1,0,7483,3,0.582,0.419,14,3
D07406,melanoma,BRAF,1,1,0.469,423.1,3.55,1,1,8360,4,0.327,0.197,12,3
D07407,lung_cancer,PD1,0,0,0.515,421.2,2.28,1,0,45535,5,0.753,0.575,8,3
D07408,ovarian_cancer,mTOR,0,0,0.529,621.4,3.77,0,0,6506,3,0.403,0.342,14,2
D07409,breast_cancer,ALK,0,0,0.659,331.1,2.39,0,0,30087,10,0.45,0.351,13,3
D07410,melanoma,ALK,0,1,0.717,499.4,3.26,1,0,9149,1,0.611,0.431,10,1
D07411,melanoma,VEGF,0,0,0.853,360.8,3.93,0,0,5013,4,0.385,0.328,12,1
D07412,lung_cancer,PD1,0,0,0.741,546.0,3.39,1,0,25770,8,0.624,0.481,13,2
D07413,prostate_cancer,HER2,1,0,0.787,588.5,3.36,2,0,14802,5,0.774,0.543,13,3
D07414,breast_cancer,EGFR,0,0,0.641,515.9,4.25,1,0,36742,5,0.709,0.544,13,1
D07415,prostate_cancer,EGFR,0,0,0.63,568.1,2.33,1,0,10642,5,0.578,0.434,11,1
D07416,ovarian_cancer,EGFR,0,1,0.457,530.7,2.47,0,1,6570,1,0.173,0.156,12,1
D07417,prostate_cancer,ALK,1,0,0.608,520.3,3.38,2,0,6463,4,0.742,0.614,14,3
D07418,melanoma,mTOR,0,0,0.562,369.3,2.9,0,0,6059,4,0.39,0.346,11,2
D07419,breast_cancer,BRAF,0,1,0.669,501.2,2.65,0,1,36198,9,0.241,0.217,8,1
D07420,colon_cancer,HER2,0,1,0.431,505.2,3.64,0,1,28142,6,0.231,0.2,8,3
D07421,colon_cancer,PD1,0,1,0.608,477.6,3.18,0,0,22184,7,0.441,0.371,8,2
D07422,prostate_cancer,PD1,0,0,0.612,590.7,3.38,1,0,7535,1,0.603,0.485,9,2
D07423,lung_cancer,HER2,1,0,0.784,496.1,2.23,2,0,44718,9,0.884,0.653,12,2
D07424,ovarian_cancer,mTOR,1,1,0.708,533.7,3.26,2,0,6828,5,0.734,0.535,14,1
D07425,melanoma,BRAF,0,1,0.457,582.7,3.04,0,1,8473,3,0.162,0.138,10,3
D07426,melanoma,EGFR,0,0,0.552,334.7,1.64,0,0,5826,1,0.419,0.302,11,3
D07427,melanoma,EGFR,0,0,0.406,538.9,2.54,1,0,7504,5,0.563,0.486,12,1
D07428,colon_cancer,PD1,1,0,0.742,514.9,3.09,2,0,18785,4,0.804,0.549,9,1
D07429,breast_cancer,BRAF,0,0,0.685,466.7,2.92,1,0,28890,3,0.689,0.472,11,1
D07430,breast_cancer,BRAF,0,1,0.882,410.8,2.99,0,0,35298,9,0.486,0.346,14,1
D07431,ovarian_cancer,mTOR,1,1,0.516,433.2,2.7,1,0,8381,3,0.587,0.494,11,1
D07432,prostate_cancer,mTOR,1,0,0.624,454.1,2.82,2,0,13944,1,0.81,0.55,9,2
D07433,prostate_cancer,HER2,1,0,0.531,553.8,2.9,1,0,11585,1,0.623,0.473,14,2
D07434,ovarian_cancer,ALK,0,0,0.557,561.9,4.23,0,0,8253,5,0.391,0.318,9,2
D07435,lung_cancer,mTOR,0,0,0.435,548.4,3.43,1,0,45695,6,0.743,0.571,8,3
D07436,lung_cancer,ALK,1,0,0.65,506.1,3.69,2,0,49115,6,0.936,0.641,10,3
D07437,prostate_cancer,HER2,1,0,0.847,487.1,3.79,2,0,7264,1,0.776,0.616,11,2
D07438,lung_cancer,PD1,0,0,0.658,529.1,2.71,1,0,38607,6,0.708,0.533,9,2
D07439,colon_cancer,ALK,0,1,0.76,551.7,3.07,0,1,28862,3,0.264,0.155,8,3
D07440,colon_cancer,ALK,0,1,0.473,471.5,2.62,0,0,24852,3,0.494,0.386,14,3
D07441,ovarian_cancer,PD1,0,1,0.651,493.3,3.8,0,1,8021,3,0.16,0.153,14,2
D07442,lung_cancer,ALK,0,0,0.717,551.1,3.28,1,0,41280,8,0.701,0.52,10,2
D07443,colon_cancer,HER2,0,1,0.453,528.0,4.02,0,1,16318,4,0.192,0.132,8,1
D07444,breast_cancer,EGFR,0,1,0.501,468.0,2.11,0,1,27855,6,0.229,0.151,11,1
D07445,prostate_cancer,BRAF,1,1,0.591,584.1,2.58,1,1,8813,2,0.349,0.248,12,3
D07446,colon_cancer,VEGF,1,1,0.809,424.8,1.56,2,0,25460,7,0.807,0.589,11,2
D07447,breast_cancer,mTOR,0,0,0.563,525.7,1.7,1,0,27805,3,0.684,0.449,13,2
D07448,prostate_cancer,VEGF,0,0,0.546,420.0,3.47,1,0,6599,2,0.588,0.424,8,2
D07449,melanoma,PD1,1,1,0.618,537.8,2.48,1,0,6801,3,0.579,0.448,8,3
D07450,ovarian_cancer,PD1,1,0,0.637,469.3,2.3,2,0,3700,2,0.748,0.554,12,3
D07451,breast_cancer,mTOR,0,1,0.443,436.1,3.21,0,1,37638,6,0.278,0.225,9,1
D07452,lung_cancer,mTOR,1,1,0.883,439.9,2.8,2,1,39759,8,0.619,0.406,10,2
D07453,breast_cancer,HER2,0,0,0.749,362.8,3.91,0,0,34537,9,0.483,0.38,13,2
D07454,melanoma,HER2,0,0,0.444,520.8,3.63,0,0,7821,3,0.409,0.339,11,1
D07455,prostate_cancer,ALK,1,0,0.511,583.2,2.34,2,0,14366,5,0.772,0.579,9,2
D07456,colon_cancer,EGFR,1,0,0.739,451.3,1.48,2,0,15343,8,0.747,0.627,8,3
D07457,colon_cancer,mTOR,1,0,0.856,731.2,2.88,2,0,23368,7,0.797,0.619,8,3
D07458,lung_cancer,PD1,1,0,0.65,563.1,2.01,2,0,39114,10,0.846,0.623,13,2
D07459,breast_cancer,VEGF,0,0,0.564,559.7,4.49,0,1,30479,6,0.242,0.136,9,2
D07460,ovarian_cancer,PD1,1,0,0.895,475.2,2.19,2,0,5232,3,0.746,0.541,11,3
D07461,breast_cancer,BRAF,0,1,0.829,468.9,1.22,0,0,36368,10,0.482,0.428,11,1
D07462,melanoma,VEGF,0,0,0.851,477.0,3.66,1,0,5720,1,0.594,0.454,8,3
D07463,prostate_cancer,BRAF,0,0,0.831,477.1,2.77,1,0,9512,5,0.573,0.49,14,3
D07464,melanoma,BRAF,0,0,0.516,522.2,3.48,1,0,8521,3,0.588,0.484,8,2
D07465,colon_cancer,mTOR,1,0,0.77,347.2,3.07,2,0,22447,4,0.822,0.635,11,3
D07466,prostate_cancer,ALK,1,1,0.715,674.9,1.93,1,1,14008,2,0.375,0.225,11,1
D07467,colon_cancer,HER2,1,0,0.575,473.2,4.55,2,0,16558,7,0.763,0.555,8,3
D07468,colon_cancer,ALK,0,1,0.756,568.3,2.59,0,1,16065,6,0.17,0.167,13,1
D07469,colon_cancer,HER2,1,1,0.724,496.5,3.0,2,0,22438,5,0.812,0.6,13,1
D07470,colon_cancer,PD1,0,0,0.779,420.2,2.94,2,0,22297,4,0.821,0.639,9,1
D07471,breast_cancer,HER2,1,0,0.493,457.6,3.09,2,0,37934,7,0.87,0.596,8,1
D07472,colon_cancer,PD1,0,1,0.544,420.1,1.98,0,1,28441,4,0.252,0.171,13,3
D07473,breast_cancer,ALK,0,1,0.477,476.7,4.37,0,1,26468,5,0.232,0.163,9,3
D07474,lung_cancer,PD1,1,1,0.52,486.6,2.73,2,1,29775,8,0.569,0.43,9,2
D07475,prostate_cancer,PD1,1,1,0.679,540.3,2.87,2,1,11723,5,0.509,0.368,10,3
D07476,ovarian_cancer,mTOR,1,1,0.877,629.4,3.0,2,1,3025,5,0.465,0.388,13,2
D07477,lung_cancer,EGFR,1,0,0.51,536.0,2.4,2,0,37919,9,0.85,0.616,8,3
D07478,breast_cancer,HER2,1,1,0.818,520.2,3.22,2,1,39024,7,0.625,0.482,11,3
D07479,melanoma,HER2,1,1,0.749,475.5,2.6,1,1,9047,4,0.33,0.262,10,3
D07480,colon_cancer,EGFR,0,0,0.691,429.0,3.23,1,0,22542,8,0.608,0.454,13,3
D07481,colon_cancer,BRAF,1,1,0.895,530.3,2.9,2,1,19733,8,0.519,0.379,11,2
D07482,prostate_cancer,PD1,1,0,0.62,503.0,2.97,2,0,11757,3,0.779,0.591,8,2
D07483,ovarian_cancer,mTOR,1,1,0.698,487.9,2.84,1,0,4152,2,0.576,0.458,10,1
D07484,prostate_cancer,ALK,1,1,0.869,481.4,5.16,1,1,11169,3,0.351,0.203,13,3
D07485,ovarian_cancer,EGFR,1,0,0.823,504.9,3.52,2,0,3962,3,0.74,0.556,12,1
D07486,lung_cancer,PD1,1,0,0.663,515.0,2.79,2,0,37349,8,0.857,0.666,9,1
D07487,colon_cancer,ALK,0,0,0.555,583.5,2.77,1,0,29805,7,0.654,0.494,12,2
D07488,melanoma,PD1,0,0,0.652,564.4,2.73,0,0,7590,4,0.398,0.288,13,2
D07489,ovarian_cancer,ALK,0,1,0.47,403.2,3.29,0,1,8950,2,0.175,0.076,9,1
D07490,lung_cancer,mTOR,0,1,0.47,391.6,3.43,0,0,41198,7,0.536,0.415,13,3
D07491,melanoma,HER2,0,1,0.595,384.5,2.74,0,0,7799,4,0.399,0.311,8,2
D07492,lung_cancer,HER2,1,1,0.582,365.5,5.26,1,1,36810,10,0.409,0.287,12,1
D07493,ovarian_cancer,HER2,0,0,0.711,347.7,3.01,0,0,5058,4,0.385,0.335,9,3
D07494,lung_cancer,HER2,0,1,0.661,571.5,3.83,0,1,26653,6,0.223,0.155,12,1
D07495,prostate_cancer,BRAF,0,1,0.526,548.1,2.75,0,0,10562,3,0.423,0.289,8,1
D07496,melanoma,HER2,0,1,0.707,588.1,3.73,0,1,7042,4,0.145,0.124,14,3
D07497,colon_cancer,ALK,1,0,0.621,497.0,3.19,2,0,19954,4,0.81,0.63,9,2
D07498,prostate_cancer,PD1,0,1,0.553,455.7,2.27,0,0,14189,1,0.461,0.381,14,3
D07499,melanoma,VEGF,0,0,0.476,579.0,4.05,0,0,5419,3,0.397,0.272,10,3
D07500,ovarian_cancer,mTOR,0,1,0.699,409.3,2.88,0,0,4323,3,0.392,0.265,9,3
D07501,lung_cancer,EGFR,0,1,0.568,468.5,2.97,0,0,41919,10,0.51,0.368,8,1
D07502,prostate_cancer,mTOR,0,0,0.587,485.1,3.76,0,0,14055,4,0.43,0.378,10,1
D07503,breast_cancer,mTOR,0,0,0.789,420.2,2.32,1,0,36895,10,0.659,0.562,12,2
D07504,breast_cancer,PD1,1,0,0.832,578.9,2.63,2,0,23675,8,0.788,0.632,12,3
D07505,ovarian_cancer,VEGF,1,1,0.646,379.0,2.61,1,0,5449,4,0.562,0.439,12,2
D07506,ovarian_cancer,VEGF,1,0,0.442,453.6,4.24,2,0,3650,4,0.728,0.579,10,2
D07507,melanoma,mTOR,0,0,0.618,554.0,3.92,0,1,5659,5,0.128,0.118,12,2
D07508,ovarian_cancer,BRAF,1,1,0.672,545.6,3.76,1,1,7257,3,0.331,0.244,10,1
D07509,melanoma,mTOR,0,1,0.511,425.0,2.84,0,0,9179,3,0.416,0.306,10,1
D07510,colon_cancer,PD1,0,1,0.893,400.8,2.83,0,0,29358,5,0.497,0.341,13,3
D07511,colon_cancer,mTOR,0,0,0.8,534.7,3.11,1,0,22380,3,0.657,0.524,10,2
D07512,colon_cancer,EGFR,0,1,0.873,584.9,2.09,0,1,27524,4,0.248,0.144,9,1
D07513,prostate_cancer,PD1,0,0,0.759,520.0,2.0,1,0,10273,2,0.606,0.439,14,3
D07514,melanoma,EGFR,0,1,0.725,487.5,3.59,0,1,9272,3,0.166,0.086,12,2
D07515,prostate_cancer,VEGF,1,0,0.504,462.8,3.44,2,0,6420,1,0.772,0.539,9,3
D07516,melanoma,HER2,1,1,0.584,403.2,1.67,1,0,6286,1,0.596,0.465,11,2
D07517,prostate_cancer,ALK,0,0,0.484,524.6,4.4,0,0,9474,5,0.397,0.276,9,1
D07518,melanoma,PD1,0,1,0.65,400.3,3.98,0,1,5676,3,0.148,0.121,14,3
D07519,ovarian_cancer,EGFR,1,0,0.538,483.5,1.93,2,0,8484,2,0.772,0.556,8,1
D07520,lung_cancer,BRAF,0,1,0.692,389.5,3.01,0,0,25040,7,0.455,0.34,12,3
D07521,breast_cancer,BRAF,0,0,0.587,447.6,1.95,1,0,28925,3,0.69,0.516,8,3
D07522,melanoma,VEGF,1,1,0.487,344.5,2.32,1,0,5677,4,0.563,0.424,14,1
D07523,breast_cancer,mTOR,0,0,0.457,495.5,2.99,1,0,39920,7,0.705,0.538,10,3
D07524,prostate_cancer,EGFR,1,0,0.874,439.9,3.16,2,0,14091,4,0.78,0.559,8,3
D07525,prostate_cancer,mTOR,0,1,0.511,563.2,3.32,0,1,8829,2,0.174,0.117,12,1
D07526,lung_cancer,HER2,1,1,0.757,470.3,3.74,1,1,34147,5,0.446,0.328,12,3
D07527,melanoma,EGFR,0,1,0.64,403.2,2.82,0,0,7747,3,0.409,0.285,14,1
D07528,lung_cancer,mTOR,0,0,0.647,463.9,2.01,1,0,28220,8,0.636,0.531,14,3
D07529,melanoma,HER2,1,0,0.67,446.4,1.34,2,0,8179,3,0.761,0.521,14,3
D07530,breast_cancer,EGFR,0,0,0.587,633.0,2.25,0,0,27556,6,0.478,0.361,10,1
D07531,ovarian_cancer,mTOR,1,0,0.675,606.9,3.03,2,0,4764,5,0.724,0.545,8,1
D07532,lung_cancer,PD1,1,1,0.493,525.2,2.61,1,1,44416,10,0.447,0.37,8,2
D07533,ovarian_cancer,HER2,0,0,0.579,496.6,3.52,0,0,5745,1,0.419,0.33,14,3
D07534,melanoma,BRAF,0,0,0.654,533.2,3.62,0,0,9743,1,0.439,0.33,12,2
D07535,lung_cancer,ALK,1,0,0.421,450.5,2.62,2,0,45655,9,0.888,0.624,13,1
D07536,breast_cancer,EGFR,0,1,0.411,352.5,3.42,0,0,36161,7,0.511,0.397,11,1
D07537,breast_cancer,mTOR,0,1,0.466,566.6,4.29,0,1,35408,9,0.237,0.163,10,2
D07538,melanoma,ALK,1,0,0.719,504.4,2.39,2,0,5649,5,0.728,0.59,11,3
D07539,prostate_cancer,BRAF,0,1,0.534,344.2,3.83,0,1,7328,5,0.137,0.16,12,1
D07540,breast_cancer,PD1,0,0,0.489,336.3,2.73,1,0,21781,5,0.634,0.515,12,3
D07541,melanoma,ALK,0,1,0.562,462.1,2.94,0,0,7277,2,0.416,0.269,8,1
D07542,prostate_cancer,mTOR,1,0,0.794,482.9,3.11,2,0,7203,1,0.776,0.565,9,2
D07543,breast_cancer,PD1,1,0,0.772,300.0,3.01,2,0,35694,7,0.858,0.626,10,3
D07544,lung_cancer,VEGF,0,1,0.796,301.6,3.59,0,1,27674,5,0.238,0.197,10,3
D07545,melanoma,EGFR,1,1,0.561,435.6,1.27,1,0,8605,2,0.598,0.479,12,3
D07546,breast_cancer,HER2,0,0,0.883,414.9,2.54,1,0,35388,9,0.662,0.478,9,2
D07547,breast_cancer,ALK,0,0,0.813,575.3,3.16,1,0,23942,6,0.635,0.488,14,1
D07548,breast_cancer,VEGF,0,1,0.456,507.6,3.94,0,1,30373,6,0.242,0.223,8,2
D07549,melanoma,EGFR,1,1,0.624,472.3,3.6,1,1,7006,1,0.35,0.207,11,3
D07550,melanoma,mTOR,0,0,0.537,534.7,1.97,1,0,6158,5,0.556,0.413,10,1
D07551,lung_cancer,EGFR,1,1,0.441,597.8,1.86,1,1,34633,6,0.438,0.34,12,2
D07552,ovarian_cancer,HER2,1,1,0.596,553.4,1.79,1,1,4873,2,0.329,0.284,9,1
D07553,colon_cancer,mTOR,0,0,0.84,528.1,4.49,1,0,29649,8,0.643,0.518,8,3
D07554,colon_cancer,PD1,0,1,0.86,463.0,2.79,1,1,22673,6,0.378,0.323,9,3
D07555,lung_cancer,mTOR,0,1,0.694,528.8,2.74,1,0,38692,5,0.718,0.518,10,2
D07556,colon_cancer,ALK,1,0,0.428,625.5,3.15,2,0,20423,8,0.772,0.622,9,1
D07557,melanoma,PD1,1,0,0.533,454.4,2.57,2,0,7253,5,0.736,0.586,13,2
D07558,lung_cancer,PD1,0,0,0.496,405.4,2.5,1,0,40956,7,0.71,0.558,8,3
D07559,melanoma,mTOR,1,0,0.452,451.9,2.61,2,0,9434,2,0.777,0.57,10,3
D07560,melanoma,mTOR,0,1,0.732,427.3,4.68,0,1,5856,4,0.139,0.144,10,3
D07561,lung_cancer,BRAF,1,1,0.631,397.6,3.12,1,1,25762,7,0.384,0.332,10,2
D07562,prostate_cancer,HER2,1,1,0.895,527.4,3.5,2,1,7967,3,0.51,0.395,12,1
D07563,breast_cancer,PD1,0,0,0.43,475.3,2.81,1,0,24099,4,0.655,0.46,10,1
D07564,colon_cancer,HER2,0,0,0.46,516.1,3.21,1,0,24127,6,0.636,0.528,11,3
D07565,ovarian_cancer,HER2,1,0,0.482,459.3,1.75,2,0,7821,4,0.749,0.525,12,3
D07566,breast_cancer,BRAF,1,1,0.578,442.6,2.08,1,1,39868,6,0.464,0.305,9,1
D07567,prostate_cancer,ALK,0,0,0.698,426.6,3.03,1,0,11985,1,0.625,0.449,12,1
D07568,prostate_cancer,EGFR,1,0,0.574,508.7,4.42,2,0,10290,5,0.751,0.611,10,1
D07569,colon_cancer,VEGF,1,0,0.862,437.0,3.62,2,0,28370,6,0.832,0.626,14,2
D07570,breast_cancer,mTOR,1,0,0.591,504.5,4.04,2,0,38678,8,0.863,0.622,10,1
D07571,lung_cancer,PD1,1,0,0.544,526.1,2.19,2,0,37890,7,0.869,0.691,11,2
D07572,breast_cancer,ALK,1,0,0.402,342.2,3.25,1,0,20022,5,0.625,0.465,11,1
D07573,prostate_cancer,BRAF,1,0,0.467,437.7,2.22,2,0,8238,3,0.761,0.569,9,1
D07574,colon_cancer,VEGF,0,1,0.534,378.6,3.13,0,1,24230,3,0.241,0.173,8,3
D07575,melanoma,HER2,0,1,0.616,600.6,2.67,0,1,9177,5,0.146,0.084,13,1
D07576,breast_cancer,BRAF,0,0,0.533,527.2,2.92,1,0,30298,7,0.656,0.53,8,2
D07577,melanoma,VEGF,0,0,0.701,376.8,3.59,0,0,7393,5,0.387,0.351,9,2
D07578,melanoma,BRAF,0,0,0.638,392.4,3.02,0,0,9790,2,0.429,0.289,12,3
D07579,prostate_cancer,mTOR,1,0,0.558,452.7,3.71,2,0,13722,3,0.789,0.627,9,2
D07580,colon_cancer,VEGF,1,1,0.861,395.3,3.31,1,1,27026,5,0.41,0.256,10,1
D07581,lung_cancer,mTOR,0,0,0.608,412.8,2.59,1,0,47865,7,0.744,0.552,9,3
D07582,melanoma,VEGF,1,1,0.726,300.0,4.67,1,1,5347,3,0.322,0.258,14,2
D07583,colon_cancer,BRAF,1,0,0.538,524.0,2.39,2,0,27490,3,0.857,0.64,8,1
D07584,lung_cancer,EGFR,1,0,0.588,390.0,2.6,2,0,45232,7,0.906,0.658,9,2
D07585,breast_cancer,ALK,0,1,0.813,537.4,1.49,0,1,32254,10,0.211,0.216,12,3
D07586,lung_cancer,HER2,0,1,0.759,468.7,4.42,0,1,49193,6,0.336,0.244,14,1
D07587,prostate_cancer,PD1,1,1,0.423,389.3,3.06,1,0,14100,4,0.606,0.46,8,1
D07588,breast_cancer,ALK,1,1,0.525,656.3,3.51,0,1,34855,6,0.264,0.213,12,3
D07589,colon_cancer,EGFR,1,1,0.666,490.1,3.41,1,0,21315,8,0.602,0.47,9,3
D07590,prostate_cancer,VEGF,1,0,0.82,447.9,4.04,2,0,13404,2,0.797,0.578,14,2
D07591,lung_cancer,mTOR,1,1,0.805,448.1,1.43,1,1,26103,5,0.406,0.339,12,1
D07592,prostate_cancer,mTOR,0,1,0.751,448.7,2.23,1,1,13852,3,0.364,0.274,11,3
D07593,colon_cancer,VEGF,0,0,0.579,457.5,2.79,1,0,27609,7,0.643,0.523,10,3
D07594,breast_cancer,mTOR,1,1,0.772,575.8,3.56,1,1,29139,5,0.421,0.274,13,1
D07595,breast_cancer,VEGF,0,1,0.404,501.1,3.0,0,1,28206,4,0.251,0.198,11,1
D07596,ovarian_cancer,HER2,1,0,0.479,395.3,1.26,1,0,7702,5,0.564,0.43,14,2
D07597,lung_cancer,HER2,1,0,0.871,489.1,3.64,2,0,42806,10,0.864,0.678,12,3
D07598,breast_cancer,mTOR,1,0,0.862,471.3,2.57,2,0,26013,5,0.83,0.654,11,1
D07599,colon_cancer,mTOR,0,0,0.417,517.2,2.93,0,0,26356,8,0.452,0.344,8,3
D07600,prostate_cancer,HER2,1,0,0.421,614.9,3.99,1,0,13136,4,0.601,0.45,10,2
D07601,prostate_cancer,EGFR,1,1,0.743,556.8,3.61,1,1,12539,1,0.378,0.229,13,3
D07602,prostate_cancer,BRAF,0,1,0.698,376.8,3.53,0,1,8027,2,0.17,0.072,12,1
D07603,breast_cancer,HER2,1,1,0.48,510.1,3.49,1,1,30178,5,0.426,0.334,12,2
D07604,breast_cancer,PD1,0,1,0.44,519.4,3.36,0,0,36690,6,0.523,0.356,9,1
D07605,melanoma,VEGF,0,1,0.761,696.1,2.94,0,1,9460,1,0.187,0.076,14,1
D07606,ovarian_cancer,PD1,1,0,0.661,554.9,2.62,2,0,8086,3,0.76,0.523,9,2
D07607,melanoma,mTOR,0,1,0.629,543.3,3.75,0,1,7184,1,0.176,0.165,8,1
D07608,breast_cancer,mTOR,1,1,0.803,509.2,4.34,1,1,28901,7,0.4,0.331,13,3
D07609,melanoma,EGFR,0,0,0.663,409.3,2.61,1,0,9110,5,0.571,0.474,9,2
D07610,melanoma,BRAF,0,0,0.437,497.0,3.7,0,0,5573,5,0.378,0.361,10,1
D07611,prostate_cancer,mTOR,1,0,0.417,494.4,4.03,2,0,8712,1,0.784,0.548,13,2
D07612,ovarian_cancer,EGFR,0,0,0.783,427.1,2.09,1,0,7882,2,0.594,0.428,11,3
D07613,ovarian_cancer,HER2,0,0,0.432,504.7,2.94,1,0,8280,3,0.586,0.432,13,3
D07614,melanoma,BRAF,1,0,0.441,523.4,2.98,2,0,8996,1,0.785,0.55,14,1
D07615,lung_cancer,PD1,0,1,0.753,452.8,2.94,1,0,44985,6,0.74,0.564,12,1
D07616,prostate_cancer,EGFR,0,1,0.816,482.3,2.76,0,1,6774,4,0.144,0.167,14,3
D07617,ovarian_cancer,ALK,0,1,0.427,463.7,2.68,0,0,7732,5,0.389,0.363,12,1
D07618,breast_cancer,VEGF,0,0,0.718,548.5,3.16,1,0,31480,6,0.672,0.473,13,3
D07619,colon_cancer,EGFR,1,0,0.683,660.5,3.13,1,0,20425,6,0.617,0.526,11,2
D07620,ovarian_cancer,EGFR,1,0,0.6,435.9,5.14,2,0,8700,4,0.753,0.544,8,1
D07621,melanoma,EGFR,1,0,0.815,513.1,3.79,2,0,8718,1,0.784,0.605,11,3
D07622,prostate_cancer,PD1,1,1,0.637,527.4,3.5,2,1,12662,4,0.523,0.427,11,3
D07623,breast_cancer,EGFR,1,0,0.751,522.9,2.12,2,0,25644,7,0.808,0.625,9,1
D07624,breast_cancer,HER2,0,1,0.774,509.4,1.94,1,1,21345,3,0.402,0.264,14,2
D07625,melanoma,EGFR,1,1,0.729,466.1,2.42,1,1,7674,4,0.323,0.246,13,1
D07626,lung_cancer,EGFR,1,0,0.532,508.6,3.27,2,0,34081,7,0.85,0.586,10,2
D07627,breast_cancer,VEGF,1,1,0.499,518.5,3.23,1,0,31686,10,0.633,0.514,9,1
D07628,breast_cancer,mTOR,0,0,0.875,431.5,2.79,1,0,37584,9,0.673,0.494,10,3
D07629,breast_cancer,EGFR,1,0,0.544,553.6,3.85,1,1,21304,7,0.362,0.239,9,1
D07630,melanoma,mTOR,0,1,0.767,388.3,1.78,0,1,7852,1,0.179,0.162,10,1
D07631,prostate_cancer,BRAF,0,0,0.813,421.8,3.84,1,0,14385,1,0.637,0.425,10,2
