indication,target,efficacy_label
alzheimers,NF-kB,0
tuberculosis,c-MET,1
lupus,ROS1,1
schizophrenia,TOP2,0
bipolar_disorder,JAK,1
parkinsons,TGF_beta,1
myocardial_infarction,CD22,0
sepsis,IL-4,0
als,RET,0
colon_cancer,AKT,1
cervical_cancer,NF-kB,0
crohns_disease,JAK,1
hyperlipidemia,GIPR,1
liver_disease,TIGIT,0
depression,VEGFR,0
type2_diabetes,OX40,2
bladder_cancer,CTLA-4,0
kidney_cancer,c-MET,2
colorectal_cancer,GR,0
migraine,ERK,1
alzheimers,STAT,0
copd,ER_alpha,1
hiv_aids,5-HT2A,0
hypertension,ROS1,1
atherosclerosis,FGFR,1
psoriasis,5-HT1A,0
kidney_cancer,FGFR,1
colon_cancer,HDAC,0
malaria,ER_alpha,1
parkinsons,GABA_A,1
bladder_cancer,PI3K,2
migraine,GIPR,1
hiv_aids,IL-4,2
hypertension,PD-L1,1
cervical_cancer,Hedgehog,2
psoriasis,PARP,1
migraine,GIPR,2
osteoporosis,IL-6,0
esophageal_cancer,CD33,1
arrhythmia,IL-13,1
schizophrenia,TIM3,1
ulcerative_colitis,IL-6,1
bipolar_disorder,CD33,0
leukemia,ROS1,2
crohns_disease,CD38,2
huntingtons,D2,2
myocardial_infarction,D2,0
ovarian_cancer,ROS1,2
als,IL-17,1
bipolar_disorder,NF-kB,2
ovarian_cancer,CTLA-4,1
lymphoma,IL-13,1
copd,TGF_beta,2
hiv_aids,ERK,0
stomach_cancer,IL-4,1
schizophrenia,PARP,1
depression,IL-1,2
pneumonia,5-HT2A,0
hiv_aids,GABA_A,1
asthma,PD1,2
huntingtons,TIM3,2
breast_cancer,HER3,1
ulcerative_colitis,DNMT,2
bladder_cancer,CDK4,2
osteoporosis,5-HT2A,0
autism,GPC3,0
schizophrenia,IL-4,0
autism,HDAC,1
hepatitis_b,AMPA,2
bipolar_disorder,ERK,0
alzheimers,EGFR,1
thyroid_cancer,HER3,1
sepsis,CD33,0
pneumonia,VEGFR,0
myocardial_infarction,GR,0
colon_cancer,GPC3,2
lung_cancer,TOP1,2
copd,BCMA,1
hepatitis_b,HGF,2
anxiety,ROS1,2
parkinsons,LAG3,1
cardiomyopathy,TOP1,2
osteoporosis,CD33,2
arrhythmia,Wnt,2
migraine,IL-4,1
adhd,BRD4,1
melanoma,FGFR,2
adhd,MYC,1
ovarian_cancer,CD19,2
pneumonia,SGLT2,0
stomach_cancer,CDK4,2
kidney_cancer,5-HT1A,0
leukemia,OX40,1
coronary_artery_disease,HER2,0
bipolar_disorder,c-MET,0
liver_cancer,IL-4,0
asthma,PARP,1
esophageal_cancer,VEGFR,1
thyroid_cancer,HIF,0
pancreatic_cancer,BTK,2
crohns_disease,AP-1,0
lung_cancer,TOP1,2
bipolar_disorder,TGF_beta,0
stomach_cancer,DNMT,0
arthritis,DNMT,0
depression,GPC3,2
leukemia,GIPR,2
insomnia,RAS,1
hypertension,PARP,1
prostate_cancer,PI3K,1
chronic_pain,ER_alpha,0
autism,5-HT1A,2
sepsis,IL-6,0
bipolar_disorder,NOTCH,1
malaria,BTK,1
hepatitis_c,c-MET,0
lymphoma,BRD4,1
myocardial_infarction,DNMT,2
arrhythmia,TIM3,2
malaria,PD-L1,0
lymphoma,PR,1
breast_cancer,HER3,2
psoriasis,GABA_B,0
obesity,mTOR,0
celiac_disease,IL-23,0
stroke,NOTCH,0
insomnia,5-HT2A,1
als,HDAC,0
leukemia,CD30,2
alzheimers,FGFR,1
copd,CTLA-4,0
anxiety,EGFR,1
obesity,CDK6,1
arthritis,FGF,1
osteoporosis,GIPR,1
alzheimers,c-MET,1
als,CDK4,0
coronary_artery_disease,TIM3,1
brain_cancer,IL-13,0
pneumonia,TIGIT,0
fibromyalgia,FGF,0
pancreatic_cancer,CD33,1
epilepsy,TIM3,2
kidney_disease,GABA_B,2
tuberculosis,PD-1,2
pneumonia,OX40,0
stomach_cancer,AP-1,2
arthritis,p53,1
brain_cancer,PR,2
insomnia,ER_alpha,0
esophageal_cancer,CD47,2
multiple_sclerosis,CD19,0
influenza,RAS,0
asthma,HGF,0
osteoporosis,FGF,0
cervical_cancer,CD22,2
osteoporosis,AMPA,0
rheumatoid_arthritis,p53,2
colorectal_cancer,AKT,1
sepsis,p53,0
stomach_cancer,GCGR,0
influenza,GPC3,1
atherosclerosis,PI3K,1
colon_cancer,VEGF,2
bladder_cancer,MR,1
kidney_cancer,IL-17,1
lupus,FGFR,2
pancreatic_cancer,OX40,2
ovarian_cancer,CD33,2
depression,FGFR,0
multiple_sclerosis,5-HT1A,0
als,CD38,1
bipolar_disorder,PI3K,0
chronic_pain,IL-1,1
psoriasis,5-HT1A,0
myocardial_infarction,PD1,1
lung_cancer,AR,0
arthritis,IL-23,0
pneumonia,5-HT2A,0
chronic_pain,PDGFR,2
brain_cancer,VEGFR,2
hypertension,5-HT2A,1
cervical_cancer,5-HT2A,2
arthritis,TGF_beta,0
covid_19,BCMA,2
hepatitis_c,VEGF,0
melanoma,CD38,0
hyperlipidemia,HGF,0
esophageal_cancer,NF-kB,2
schizophrenia,TIGIT,0
celiac_disease,SGLT2,1
depression,IL-23,0
pneumonia,AP-1,0
schizophrenia,HIF,2
thyroid_cancer,GPC3,2
huntingtons,GCGR,2
colon_cancer,AP-1,1
insomnia,GLP-1R,2
heart_failure,PD-L1,0
alzheimers,TOP2,1
myocardial_infarction,HIF,1
ulcerative_colitis,ERK,1
insomnia,HER4,0
osteoporosis,CDK6,2
migraine,CDK4,0
thyroid_cancer,AR,0
ovarian_cancer,IL-13,0
ovarian_cancer,CD20,2
colon_cancer,HDAC,1
anxiety,MYC,0
psoriasis,VEGF,0
pancreatic_cancer,IL-4,0
esophageal_cancer,Hedgehog,2
autism,IGF1R,1
anxiety,BRAF,0
esophageal_cancer,5-HT1A,0
hepatitis_b,p53,1
brain_cancer,LAG3,1
breast_cancer,HER2,1
lymphoma,PDGFR,1
atherosclerosis,IL-1,0
huntingtons,GR,0
hiv_aids,TGF_beta,0
prostate_cancer,ROS1,1
multiple_sclerosis,GABA_B,1
melanoma,ERK,0
liver_cancer,NMDA,1
liver_cancer,NF-kB,0
bladder_cancer,VEGFR,2
obesity,MEK,2
kidney_disease,IL-4,1
parkinsons,HER4,0
cervical_cancer,RAS,1
liver_disease,TIM3,1
rheumatoid_arthritis,IL-23,1
adhd,IL-1,1
asthma,D2,2
stomach_cancer,NOTCH,2
brain_cancer,PR,0
adhd,VEGFR,0
depression,CDK6,0
melanoma,MEK,1
gout,DNMT,2
colorectal_cancer,TIM3,2
gout,CD38,0
osteoporosis,GPC3,0
depression,RET,2
liver_disease,FGF,1
obesity,NF-kB,0
depression,GABA_B,0
sepsis,FGF,1
coronary_artery_disease,ER_alpha,1
lupus,Wnt,0
colon_cancer,FGF,1
alzheimers,SGLT2,0
adhd,BCR-ABL,1
epilepsy,ER_beta,1
crohns_disease,PD1,0
colon_cancer,ERK,2
thyroid_cancer,c-MET,0
ulcerative_colitis,CDK4,2
als,p53,1
liver_disease,BRD4,0
hypertension,HGF,0
myocardial_infarction,BCMA,2
prostate_cancer,HER3,1
autism,EGF,1
heart_failure,CD30,0
obesity,GLP-1R,2
gout,p53,0
pneumonia,TOP2,1
copd,CD33,1
schizophrenia,NMDA,1
bipolar_disorder,JAK,2
tuberculosis,AMPA,2
osteoporosis,GR,1
anxiety,MR,0
melanoma,AR,0
arrhythmia,HER4,1
covid_19,TOP1,1
kidney_disease,CD38,1
bladder_cancer,AMPA,1
kidney_disease,AR,0
thyroid_cancer,GCGR,0
pneumonia,NOTCH,1
melanoma,PD-1,1
rheumatoid_arthritis,JAK,0
adhd,MEK,2
als,AP-1,0
osteoporosis,DNMT,2
malaria,VEGF,2
osteoporosis,GABA_B,2
bipolar_disorder,GLP-1R,1
hypertension,HER2,1
fibromyalgia,CD20,1
gout,TGF_beta,1
stroke,SGLT2,2
influenza,TIGIT,1
huntingtons,TIGIT,2
tuberculosis,LAG3,0
liver_cancer,HER2,0
insomnia,TIGIT,1
fibromyalgia,CD47,2
pneumonia,GPC3,0
chronic_pain,ER_alpha,2
huntingtons,IL-13,0
breast_cancer,CDK6,2
bipolar_disorder,c-MET,2
cardiomyopathy,HER4,1
lupus,ER_beta,0
adhd,BRAF,0
psoriasis,MEK,2
coronary_artery_disease,CD38,2
ulcerative_colitis,GR,2
kidney_disease,CTLA-4,2
coronary_artery_disease,HGF,0
schizophrenia,PD-1,1
autism,PD-L1,1
ulcerative_colitis,CD47,2
chronic_pain,EGFR,1
stomach_cancer,BCMA,1
kidney_cancer,BCR-ABL,1
asthma,IL-17,1
esophageal_cancer,GABA_A,1
migraine,IL-4,0
hypertension,IL-23,0
liver_disease,PD-L1,1
prostate_cancer,TOP1,1
myocardial_infarction,DNMT,2
hepatitis_c,5-HT1A,2
prostate_cancer,CDK4,1
cervical_cancer,AR,2
atherosclerosis,SGLT2,2
pancreatic_cancer,BRD4,1
chronic_pain,5-HT1A,0
liver_disease,Hedgehog,2
psoriasis,PD-1,1
influenza,HER4,1
type2_diabetes,IL-4,0
malaria,PARP,0
crohns_disease,GABA_A,1
influenza,5-HT1A,0
myocardial_infarction,PDGFR,1
type2_diabetes,JAK,2
chronic_pain,GPC3,1
malaria,BRAF,1
malaria,GABA_A,0
copd,CTLA-4,2
kidney_disease,GABA_B,0
type1_diabetes,TGF_beta,1
kidney_cancer,5-HT1A,0
esophageal_cancer,EGF,1
parkinsons,AKT,1
hepatitis_b,HER2,2
arthritis,BCR-ABL,1
hiv_aids,IL-6,0
kidney_disease,GCGR,0
gout,PD-L1,1
atherosclerosis,CTLA-4,0
lung_cancer,AR,1
heart_failure,ALK,2
influenza,BCR-ABL,0
als,STAT,1
autism,TIM3,1
stroke,SGLT2,2
colon_cancer,GCGR,0
copd,RET,0
fibromyalgia,IGF1R,0
hypertension,PDGFR,0
liver_cancer,AP-1,1
malaria,IL-13,1
stroke,GR,2
als,SGLT2,0
heart_failure,SGLT2,0
alzheimers,HGF,1
arthritis,CD38,1
pneumonia,5-HT1A,0
huntingtons,GCGR,0
arthritis,ER_beta,2
malaria,PDGFR,1
colon_cancer,HER4,2
alzheimers,NMDA,0
leukemia,CDK4,0
breast_cancer,ROS1,2
rheumatoid_arthritis,NOTCH,1
pneumonia,NF-kB,0
melanoma,CD22,2
autism,PD-L1,2
hypertension,PD1,1
esophageal_cancer,5-HT1A,1
chronic_pain,TIM3,0
type2_diabetes,IL-23,1
influenza,CD20,1
coronary_artery_disease,FGFR,1
heart_failure,CEA,2
parkinsons,ALK,1
melanoma,RAS,1
influenza,CEA,1
stomach_cancer,GPC3,2
fibromyalgia,CD19,2
prostate_cancer,DNMT,1
myocardial_infarction,IL-4,0
gout,c-MET,2
brain_cancer,IL-1,0
ulcerative_colitis,BTK,1
tuberculosis,CDK4,0
colorectal_cancer,IL-13,2
lupus,ROS1,1
alzheimers,JAK,2
hepatitis_c,CD38,1
colorectal_cancer,ER_alpha,1
cervical_cancer,MYC,2
anxiety,CDK4,2
hepatitis_b,NOTCH,1
atherosclerosis,AMPA,1
parkinsons,HER2,2
psoriasis,BCMA,2
influenza,NMDA,2
liver_disease,GABA_B,0
prostate_cancer,JAK,1
liver_cancer,EGF,1
bipolar_disorder,PR,1
arthritis,MYC,1
schizophrenia,PD-L1,0
autism,HER3,1
atherosclerosis,RET,1
migraine,PD-L1,2
myocardial_infarction,CEA,1
fibromyalgia,PD-1,0
type1_diabetes,MR,1
ulcerative_colitis,AKT,2
alzheimers,NTRK,0
copd,FGF,1
cardiomyopathy,D2,0
anxiety,TOP2,2
brain_cancer,RAS,2
breast_cancer,CDK4,2
type2_diabetes,VEGFR,0
breast_cancer,PD-L1,2
anxiety,Wnt,2
adhd,IL-4,0
arrhythmia,CD30,0
chronic_pain,ER_alpha,1
colorectal_cancer,TGF_beta,1
myocardial_infarction,RAS,1
hepatitis_b,ER_alpha,0
type1_diabetes,c-MET,2
pneumonia,c-MET,0
rheumatoid_arthritis,AP-1,1
liver_cancer,AP-1,1
liver_disease,NF-kB,1
ovarian_cancer,PD1,1
heart_failure,DNMT,0
psoriasis,5-HT2A,2
prostate_cancer,FGF,1
covid_19,c-MET,2
gout,CD19,0
lupus,TOP2,0
liver_cancer,MR,1
arrhythmia,Hedgehog,0
brain_cancer,PDGFR,1
heart_failure,PD1,0
influenza,GABA_B,0
migraine,PD-L1,1
cardiomyopathy,BRAF,0
leukemia,NTRK,2
cardiomyopathy,CDK4,2
liver_disease,AR,0
prostate_cancer,CD22,1
obesity,PI3K,1
arrhythmia,STAT,1
psoriasis,TOP1,1
asthma,CD47,0
kidney_disease,TOP2,0
parkinsons,PD-L1,0
ovarian_cancer,NOTCH,2
kidney_cancer,ALK,2
hepatitis_b,LAG3,1
parkinsons,GR,2
autism,MEK,0
colon_cancer,TNF_alpha,0
gout,PARP,1
fibromyalgia,CD30,0
thyroid_cancer,IGF1R,1
coronary_artery_disease,TIGIT,2
colorectal_cancer,c-MET,1
cardiomyopathy,PD-L1,0
fibromyalgia,AMPA,0
brain_cancer,HER4,2
kidney_disease,VEGFR,0
hepatitis_b,ER_beta,0
brain_cancer,IL-13,2
migraine,BCR-ABL,1
huntingtons,PI3K,0
pneumonia,IL-17,0
schizophrenia,EGFR,0
myocardial_infarction,NOTCH,1
myocardial_infarction,CTLA-4,1
lymphoma,TOP2,2
insomnia,Wnt,0
stroke,GCGR,1
celiac_disease,LAG3,0
adhd,HGF,0
coronary_artery_disease,CEA,0
breast_cancer,IL-4,1
bipolar_disorder,VEGFR,2
insomnia,CD19,0
kidney_disease,GIPR,1
myocardial_infarction,BCMA,1
huntingtons,RET,0
stroke,MYC,0
chronic_pain,TGF_beta,2
chronic_pain,PI3K,1
hepatitis_c,EGF,1
anxiety,CDK4,1
lymphoma,ALK,2
myocardial_infarction,D2,0
epilepsy,JAK,0
rheumatoid_arthritis,CD30,2
multiple_sclerosis,JAK,1
bipolar_disorder,5-HT1A,0
liver_cancer,IL-23,2
influenza,CTLA-4,2
arrhythmia,CD38,1
chronic_pain,CD38,1
heart_failure,GCGR,1
arthritis,BRAF,2
fibromyalgia,MR,2
heart_failure,JAK,1
alzheimers,CD19,1
psoriasis,TNF_alpha,0
copd,VEGF,0
osteoporosis,CD30,0
anxiety,TNF_alpha,0
hiv_aids,HIF,0
kidney_disease,IL-23,2
pneumonia,HDAC,0
multiple_sclerosis,AR,0
myocardial_infarction,FGFR,1
chronic_pain,IL-13,0
malaria,VEGFR,0
lung_cancer,Hedgehog,2
coronary_artery_disease,VEGF,0
prostate_cancer,IL-13,2
hyperlipidemia,BTK,0
arthritis,ALK,0
liver_disease,5-HT1A,2
lung_cancer,HGF,0
fibromyalgia,GCGR,1
huntingtons,RAS,0
colorectal_cancer,D2,1
hepatitis_b,SGLT2,0
sepsis,FGF,2
autism,GABA_A,2
influenza,IL-13,1
bladder_cancer,IL-1,1
kidney_cancer,STAT,2
copd,Hedgehog,0
hyperlipidemia,TGF_beta,1
type2_diabetes,NMDA,1
liver_cancer,ERK,0
als,GPC3,0
liver_disease,GLP-1R,0
thyroid_cancer,Wnt,1
breast_cancer,PD-L1,1
ulcerative_colitis,IL-1,1
atherosclerosis,CD19,1
stomach_cancer,FGFR,0
fibromyalgia,STAT,0
brain_cancer,BCR-ABL,1
pneumonia,NTRK,1
covid_19,TOP2,0
als,OX40,1
bipolar_disorder,RAS,1
arthritis,TNF_alpha,1
ulcerative_colitis,HER2,1
chronic_pain,HER4,1
asthma,IL-6,1
adhd,CD47,2
esophageal_cancer,FGFR,2
bipolar_disorder,IL-1,2
crohns_disease,EGF,0
arrhythmia,AR,0
asthma,D2,2
pneumonia,HER4,2
lung_cancer,AKT,2
colon_cancer,CEA,1
breast_cancer,CD19,1
copd,ALK,1
stomach_cancer,AMPA,0
bipolar_disorder,GABA_A,1
colorectal_cancer,AKT,0
osteoporosis,LAG3,2
fibromyalgia,PD1,0
colon_cancer,CD38,1
arrhythmia,HER2,0
chronic_pain,D2,1
asthma,IL-1,0
anxiety,CD19,2
arthritis,BRAF,0
fibromyalgia,GABA_A,1
fibromyalgia,ER_alpha,1
epilepsy,ER_beta,1
melanoma,D2,1
celiac_disease,ERK,1
huntingtons,HER4,2
ovarian_cancer,p53,1
chronic_pain,ERK,0
tuberculosis,IL-4,0
kidney_disease,TNF_alpha,1
adhd,CTLA-4,0
type1_diabetes,MEK,1
hypertension,CTLA-4,1
malaria,FGFR,1
rheumatoid_arthritis,VEGF,1
hiv_aids,GIPR,1
melanoma,CTLA-4,2
hepatitis_b,Hedgehog,1
brain_cancer,HER4,2
myocardial_infarction,IL-4,0
lung_cancer,ROS1,2
hypertension,OX40,1
myocardial_infarction,CDK6,0
hiv_aids,VEGF,1
pancreatic_cancer,JAK,1
hypertension,NOTCH,1
migraine,ER_alpha,0
migraine,CDK6,0
prostate_cancer,GCGR,2
obesity,MEK,1
hepatitis_b,HGF,0
ovarian_cancer,CD33,2
lupus,FGFR,1
esophageal_cancer,IL-17,1
copd,GR,0
sepsis,BRD4,0
rheumatoid_arthritis,VEGFR,2
pancreatic_cancer,EGF,1
heart_failure,HER3,0
insomnia,IL-6,1
tuberculosis,LAG3,0
anxiety,IL-6,1
obesity,PI3K,0
sepsis,TGF_beta,1
bipolar_disorder,JAK,0
heart_failure,p53,2
bladder_cancer,CD19,1
type1_diabetes,Wnt,1
schizophrenia,BTK,0
alzheimers,PARP,2
sepsis,CD33,0
sepsis,CEA,1
adhd,CD19,0
parkinsons,NTRK,2
alzheimers,RET,2
myocardial_infarction,GIPR,1
cervical_cancer,CD33,2
insomnia,IL-23,1
kidney_disease,MR,0
liver_disease,VEGFR,0
colorectal_cancer,STAT,2
covid_19,IL-17,2
kidney_cancer,HIF,2
fibromyalgia,DNMT,1
rheumatoid_arthritis,CD38,2
kidney_disease,5-HT2A,0
hyperlipidemia,PD-1,2
bladder_cancer,mTOR,0
ovarian_cancer,IL-17,1
rheumatoid_arthritis,BTK,2
psoriasis,p53,0
heart_failure,ERK,0
celiac_disease,AMPA,0
myocardial_infarction,CD20,0
anxiety,CD22,1
hiv_aids,ROS1,1
arrhythmia,BRD4,0
hepatitis_b,GCGR,2
gout,NOTCH,2
pancreatic_cancer,NTRK,2
fibromyalgia,GIPR,1
breast_cancer,GLP-1R,0
hyperlipidemia,BTK,1
bipolar_disorder,MEK,1
gout,AMPA,0
huntingtons,PR,0
osteoporosis,5-HT2A,2
bladder_cancer,ALK,0
leukemia,Wnt,2
coronary_artery_disease,AMPA,0
pancreatic_cancer,JAK,2
osteoporosis,PR,2
bipolar_disorder,TOP1,1
hiv_aids,GPC3,0
esophageal_cancer,GABA_B,1
lung_cancer,GR,1
copd,BCMA,0
esophageal_cancer,BRAF,1
stomach_cancer,ROS1,2
breast_cancer,OX40,2
breast_cancer,EGFR,2
multiple_sclerosis,BCMA,0
stomach_cancer,CD19,2
brain_cancer,PARP,0
colon_cancer,CD19,2
leukemia,AKT,2
kidney_disease,NMDA,1
adhd,CDK6,2
type2_diabetes,RET,2
brain_cancer,GPC3,0
chronic_pain,PI3K,1
kidney_disease,HER2,0
stroke,BRAF,1
gout,MEK,1
type1_diabetes,IL-1,1
kidney_cancer,LAG3,1
bipolar_disorder,FGF,1
bladder_cancer,AMPA,2
thyroid_cancer,GR,1
celiac_disease,c-MET,2
cervical_cancer,SGLT2,2
covid_19,FGFR,1
cervical_cancer,HIF,1
asthma,BRAF,1
bladder_cancer,HER4,1
asthma,IL-6,1
pneumonia,c-MET,0
autism,IL-6,1
lymphoma,HGF,0
liver_disease,CTLA-4,1
thyroid_cancer,HDAC,2
adhd,CD38,1
insomnia,OX40,1
autism,NMDA,1
influenza,PD1,1
malaria,LAG3,0
insomnia,PD-1,1
heart_failure,BCMA,0
cardiomyopathy,TGF_beta,2
lupus,MEK,1
osteoporosis,EGFR,0
tuberculosis,GPC3,2
depression,MYC,1
brain_cancer,NF-kB,1
osteoporosis,CD38,1
melanoma,IL-4,0
hyperlipidemia,IL-13,2
sepsis,AKT,1
bladder_cancer,GPC3,2
influenza,CD22,2
adhd,IL-13,1
pancreatic_cancer,D2,0
type1_diabetes,MR,1
cardiomyopathy,5-HT1A,0
ovarian_cancer,IL-6,1
atherosclerosis,p53,0
breast_cancer,OX40,0
colorectal_cancer,5-HT1A,1
covid_19,DNMT,1
celiac_disease,CD30,1
coronary_artery_disease,CD38,0
colorectal_cancer,D2,0
copd,GLP-1R,0
influenza,NOTCH,0
copd,PDGFR,0
kidney_disease,AMPA,0
brain_cancer,AMPA,1
hypertension,MYC,1
celiac_disease,ER_beta,0
cardiomyopathy,CD22,2
lymphoma,mTOR,0
liver_cancer,DNMT,0
prostate_cancer,CD47,1
ulcerative_colitis,TGF_beta,0
adhd,MEK,0
melanoma,OX40,2
arthritis,TIGIT,1
ulcerative_colitis,FGF,0
alzheimers,BRAF,0
kidney_disease,CD20,1
lung_cancer,FGFR,1
lung_cancer,CD33,2
type1_diabetes,CD19,2
hyperlipidemia,GLP-1R,1
ovarian_cancer,NF-kB,1
chronic_pain,RAS,0
bladder_cancer,VEGFR,2
heart_failure,AKT,0
lymphoma,PARP,2
anxiety,p53,2
schizophrenia,RET,1
celiac_disease,mTOR,0
heart_failure,c-MET,1
prostate_cancer,GABA_A,2
hepatitis_c,IL-4,1
als,HER2,2
liver_disease,HIF,2
migraine,TGF_beta,1
alzheimers,PR,1
depression,SGLT2,2
adhd,JAK,1
pneumonia,ROS1,1
kidney_disease,Hedgehog,2
type2_diabetes,TIM3,2
parkinsons,5-HT2A,1
asthma,IL-17,0
rheumatoid_arthritis,FGF,0
hypertension,IL-1,1
arthritis,BRD4,0
colorectal_cancer,MR,1
heart_failure,JAK,1
autism,GR,1
atherosclerosis,CD38,0
alzheimers,PD-L1,0
stomach_cancer,IL-4,1
coronary_artery_disease,VEGF,1
obesity,GPC3,0
rheumatoid_arthritis,PARP,2
depression,HER3,2
als,PI3K,0
depression,FGF,1
huntingtons,CTLA-4,0
type1_diabetes,5-HT1A,1
influenza,BRD4,1
chronic_pain,HDAC,0
lung_cancer,HGF,0
obesity,TIGIT,0
lupus,HER2,1
anxiety,IL-17,0
thyroid_cancer,ROS1,2
als,CDK6,0
migraine,MYC,0
gout,ER_alpha,1
lupus,p53,2
malaria,D2,2
bladder_cancer,HER3,2
colon_cancer,PDGFR,1
arthritis,GIPR,0
colon_cancer,TIM3,1
depression,TOP1,1
prostate_cancer,CDK6,0
kidney_cancer,CDK6,2
chronic_pain,ALK,0
ovarian_cancer,NMDA,1
crohns_disease,CD30,1
hepatitis_c,TGF_beta,0
osteoporosis,IL-13,1
sepsis,5-HT1A,0
chronic_pain,Hedgehog,1
gout,CD30,2
coronary_artery_disease,PD-1,0
malaria,5-HT1A,0
arthritis,JAK,0
asthma,CD20,1
hiv_aids,ERK,0
heart_failure,OX40,1
bladder_cancer,TIM3,0
atherosclerosis,VEGFR,0
lupus,MEK,0
colorectal_cancer,D2,2
multiple_sclerosis,p53,1
thyroid_cancer,BCR-ABL,2
migraine,Hedgehog,2
leukemia,5-HT1A,1
colorectal_cancer,ER_beta,0
lymphoma,ERK,0
hepatitis_b,BRD4,2
schizophrenia,NMDA,2
bipolar_disorder,GLP-1R,0
kidney_cancer,MR,1
hiv_aids,MR,0
cervical_cancer,TNF_alpha,0
malaria,EGF,1
cardiomyopathy,BRD4,1
thyroid_cancer,LAG3,2
parkinsons,HGF,0
crohns_disease,c-MET,1
pancreatic_cancer,BCR-ABL,0
coronary_artery_disease,RAS,0
liver_disease,NTRK,1
ovarian_cancer,c-MET,0
atherosclerosis,CDK4,0
autism,p53,0
stomach_cancer,TOP2,2
prostate_cancer,ALK,1
stomach_cancer,TOP2,1
lung_cancer,FGFR,0
esophageal_cancer,OX40,0
malaria,STAT,0
colon_cancer,IL-13,2
type2_diabetes,GLP-1R,1
migraine,JAK,0
thyroid_cancer,BRD4,0
copd,TIM3,0
alzheimers,AP-1,0
hiv_aids,NF-kB,2
hiv_aids,ROS1,1
copd,FGFR,1
bipolar_disorder,EGFR,0
pneumonia,HIF,1
tuberculosis,IL-13,0
fibromyalgia,CD33,2
hyperlipidemia,CD20,1
esophageal_cancer,PARP,1
bipolar_disorder,HGF,2
ulcerative_colitis,CD38,0
breast_cancer,GIPR,1
anxiety,IL-17,2
coronary_artery_disease,LAG3,0
depression,MEK,1
heart_failure,IL-1,0
colorectal_cancer,OX40,1
influenza,HER2,2
heart_failure,FGFR,1
melanoma,p53,1
myocardial_infarction,TNF_alpha,1
ovarian_cancer,GABA_B,1
type1_diabetes,GPC3,2
coronary_artery_disease,CEA,0
insomnia,IL-1,2
alzheimers,HDAC,1
colon_cancer,HER2,0
ovarian_cancer,STAT,0
pancreatic_cancer,HER3,1
lung_cancer,CD22,0
asthma,JAK,1
psoriasis,JAK,2
crohns_disease,TIGIT,2
liver_cancer,AKT,2
gout,GABA_A,1
hypertension,CD38,0
celiac_disease,GR,1
migraine,5-HT1A,0
esophageal_cancer,GPC3,2
schizophrenia,RAS,2
adhd,GLP-1R,2
thyroid_cancer,ROS1,1
colon_cancer,IL-1,0
type2_diabetes,GPC3,1
asthma,NF-kB,0
hepatitis_b,Wnt,1
colon_cancer,BTK,1
colorectal_cancer,FGFR,1
copd,BCMA,2
hypertension,HER2,0
obesity,OX40,1
prostate_cancer,5-HT2A,0
ovarian_cancer,TOP2,1
colon_cancer,PD1,1
adhd,CD22,0
colon_cancer,CDK4,0
asthma,p53,1
tuberculosis,GCGR,0
huntingtons,PR,0
gout,LAG3,2
multiple_sclerosis,AKT,2
type1_diabetes,CEA,2
osteoporosis,PARP,1
bladder_cancer,EGFR,1
lung_cancer,VEGF,1
insomnia,MEK,2
colon_cancer,ALK,2
migraine,JAK,0
asthma,CD22,2
colorectal_cancer,GABA_B,1
brain_cancer,ROS1,2
migraine,AR,2
adhd,BRAF,0
lung_cancer,GPC3,1
sepsis,HIF,1
ulcerative_colitis,VEGFR,0
asthma,ERK,2
type1_diabetes,SGLT2,1
arrhythmia,GLP-1R,0
autism,BCMA,0
hypertension,FGF,0
osteoporosis,IL-17,2
lupus,BRAF,2
lung_cancer,DNMT,1
cardiomyopathy,GIPR,1
gout,NTRK,0
liver_cancer,Hedgehog,2
esophageal_cancer,AP-1,2
als,CD20,2
type2_diabetes,HER2,0
psoriasis,CD22,1
psoriasis,RAS,1
brain_cancer,TIM3,0
schizophrenia,c-MET,0
ulcerative_colitis,RET,2
fibromyalgia,NTRK,1
pneumonia,BTK,0
type2_diabetes,IL-17,1
type2_diabetes,LAG3,0
sepsis,IL-17,1
type2_diabetes,EGF,1
coronary_artery_disease,IL-6,0
arthritis,HER3,2
lung_cancer,PI3K,1
epilepsy,GABA_A,1
autism,TGF_beta,0
liver_disease,MR,1
migraine,FGFR,0
hepatitis_c,FGFR,1
type1_diabetes,CDK6,1
myocardial_infarction,IL-4,1
breast_cancer,NMDA,2
stomach_cancer,HER4,2
autism,HER4,1
hypertension,LAG3,1
stroke,TIM3,2
adhd,EGF,0
type1_diabetes,HGF,0
schizophrenia,CTLA-4,1
myocardial_infarction,MEK,1
heart_failure,GABA_A,0
migraine,BCMA,0
chronic_pain,PD1,0
kidney_disease,LAG3,0
hepatitis_c,5-HT1A,2
schizophrenia,DNMT,2
adhd,PI3K,2
sepsis,CD33,2
als,VEGF,1
heart_failure,RET,2
covid_19,NTRK,1
sepsis,NF-kB,2
celiac_disease,CD30,2
tuberculosis,GPC3,0
chronic_pain,NTRK,1
myocardial_infarction,EGF,0
atherosclerosis,5-HT2A,1
bladder_cancer,CD47,0
colorectal_cancer,GIPR,0
kidney_cancer,p53,1
gout,p53,2
lymphoma,c-MET,1
psoriasis,NOTCH,0
